.,query_string,normalized_string,freq
1202,theory of semantic heuristics teaching,theory of semantic heuristics teaching,1
1203,theory of semantic networking .,theory of semantic networking,1
1204,theory of semantic processing .,theory of semantic processing,1
1205,theory of semantic r e,theory of semantic r e,1
1206,theory of semantics can represent,theory of semantics can represent,1
1207,theory of semantics language NA,theory of semantics language,1
1208,theory of semantics of metaphor,theory of semantics of metaphor,1
1209,theory of sense ' part,theory of sense ' part,1
1210,theory of sense sense development,theory of sense sense development,1
1211,theory of sequence comparison ,theory of sequence comparison,1
1212,theory of sequence comparison adapted,theory of sequence comparison adapted,1
1213,theory of serial correlations partial,theory of serial correlations partial,1
1214,theory of set complexes ,theory of set complexes,1
1215,theory of set-complexes music ,theory of set-complexes music,1
1216,theory of sexual selection ,theory of sexual selection,1
1217,theory of shakespeare authorship (,theory of authorship shakespeare,1
1218,theory of shape shading ,theory of shape shading,1
1219,theory of sign underpins NA,theory of sign underpins,1
1220,theory of signs ,theory of signs ,1
1221,theory of signs ,theory of signs ,1
1222,theory of signs ,theory of signs ,1
1223,theory of signs . continue,theory of signs . continue,1
1224,theory of signs conceives representation,theory of signs conceives representation,1
1225,theory of signs one of,theory of signs one,1
1226,theory of signs proposed peirce,theory of signs proposed peirce,1
1227,theory of single authorship ,theory of single authorship,1
1228,theory of single authorship thus,theory of single authorship thus,1
1229,theory of single authorship well,theory of single authorship well,1
1230,theory of skill acquisition ,theory of skill acquisition,1
1231,theory of smith solitary author,theory of smith solitary author,1
1232,theory of so-called ' prime,theory of so-called ' prime,1
1233,theory of social change ,theory of social change,1
1234,theory of social editing ,theory of social editing,1
1235,theory of social interactions customs,theory of social interactions customs,1
1236,theory of social preference 8,theory of social preference 8,1
1237,theory of software simulation .,theory of software simulation,1
1238,theory of solution used .,theory of solution used,1
1239,theory of soul ,theory of soul ,1
1240,theory of south asian ',theory of south asian,1
1241,theory of spanish golden age,theory of spanish golden age,1
1242,theory of spatial production .,theory of spatial production,1
1243,theory of speech acts :,theory of speech acts,1
1244,theory of speech acts developed,theory of speech acts developed,1
1245,theory of speech writing ,theory of speech writing,1
1246,theory of split personality pierre,theory of split personality pierre,1
1247,theory of statistical pattern recognition,theory of statistical pattern recognition,1
1248,theory of statistical stylistics ,theory of statistical stylistics,1
1249,theory of statistics ,theory of statistics ,1
1250,theory of statistics : thinking,theory of statistics : thinking,1
1251,theory of statistics . j.l,theory of statistics . j.l,1
1252,theory of statistics guide NA,theory of statistics guide,1
1253,theory of stories proposed intimately,theory of stories proposed intimately,1
1254,theory of story points developed,theory of story points developed,1
1255,theory of strategies ,theory of strategies ,1
1256,theory of strategies ( new,theory of strategies ( new,1
1257,theory of stratification . two,theory of stratification . two,1
1258,theory of stratificational grammar recognize,theory of stratificational grammar recognize,1
1259,theory of streaming media .,theory of streaming media,1
1260,theory of streaming video relate,theory of streaming video relate,1
1261,theory of stress . describe,theory of stress . describe,1
1262,theory of structure of textual,theory of structure of textual,1
1263,theory of structure of tradition,theory of structure of tradition,1
1264,theory of students learn rather,theory of students learn rather,1
1265,theory of style ,theory of style ,1
1266,theory of style . good,theory of style . good,1
1267,theory of style . program,theory of style . program,1
1268,"theory of style ( \""",theory of style ,1
1269,theory of style ( 48,theory of style ( 48,1
1270,theory of style answers NA,theory of style answers,1
1271,theory of style rhetoric .,theory of style rhetoric,1
1272,theory of style shed light,theory of style shed light,1
1273,theory of styles . olsen,theory of styles . olsen,1
1274,theory of styles abstract :,theory of styles abstract,1
1275,theory of stylistic change poetry,theory of stylistic change poetry,1
1276,theory of stylistics ,theory of stylistics ,1
1277,theory of subject . second,theory of subject . second,1
1278,theory of subject of language,theory of subject of language,1
1279,theory of subjective understanding embodied,theory of subjective understanding embodied,1
1280,theory of subjective understanding proposed,theory of subjective understanding proposed,1
1281,theory of subjectivity ,theory of subjectivity ,1
1282,theory of sublanguages language subsystems,theory of sublanguages language subsystems,1
1283,theory of sublime : whatever,theory of sublime : whatever,1
1284,theory of superiority complex ,theory of superiority complex,1
1285,theory of swedish nursery tunes,theory of swedish nursery tunes,1
1286,theory of symbolic depends NA,theory of symbolic depends,1
1287,theory of syntactic change (,theory of syntactic change,1
1288,theory of syntax ( chomsky,theory of syntax ( chomsky,1
1289,"theory of systems \"" formal",theory of systems formal,1
1290,theory of technology digital literary,theory of technology digital literary,1
1291,theory of technology threatens widen,theory of technology threatens widen,1
1292,theory of tei . finally,theory of tei . finally,1
1293,theory of tei's interchangeability -,theory of tei's interchangeability,1
1294,theory of term discrimination .,theory of term discrimination,1
1295,theory of term value can,theory of term value can,1
1296,theory of text ,theory of text ,1
1297,theory of text ,theory of text ,1
1298,theory of text encoding NA,theory of text encoding,1
1299,theory of text grammars possibly,theory of text grammars possibly,1
1300,theory of text hence NA,theory of text hence,1
1301,theory of text proposing scholar's,theory of text proposing scholar's,1
1302,theory of text scholarly language,theory of text scholarly language,1
1303,theory of text types .,theory of text types,1
1304,theory of texts ,theory of texts ,1
1305,theory of texts ,theory of texts ,1
1306,theory of texts . may,theory of texts . may,1
