query_string,category,levsim,pageid,timestamp,snippet,wordcount
theories of gender,Social philosophy,0.111111111111111,771308,2021-09-11T21:52:22Z,"development <span class=""searchmatch"">of</span> novel theoretical frameworks, from social ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, human rights, <span class=""searchmatch"">gender</span> equity and",100
theories of modern,Sheba,0.111111111111111,53063576,2021-10-10T05:08:14Z,"Orthodox Tewahedo tradition. There are competing <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> where this kingdom was, with some placing it in either South Arabia or <span class=""searchmatch"">modern</span> day Sudan.",51
theories of modern,Literary criticism,0.111111111111111,733855,2021-01-05T12:52:22Z,"interpretation <span class=""searchmatch"">of</span> literature. <span class=""searchmatch"">Modern</span> literary criticism is often influenced by literary <span class=""searchmatch"">theory</span>, which is the philosophical discussion <span class=""searchmatch"">of</span> literature's goals",62
theory of computer,Graph theory,0.111111111111111,691898,2021-08-26T18:06:47Z,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",146
theory of computer,Graph rewriting,0.111111111111111,19319946,2016-01-31T20:45:11Z,"Graph rewriting combines rewriting with graphs, being a part <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> and <span class=""searchmatch"">computer</span> science studying changes in graphs.",19
theory of directed,Psychotherapy,0.111111111111111,964972,2021-11-28T22:17:17Z,"<span class=""searchmatch"">of</span> techniques believed to cure or to help solve behavioral and other psychological problems in humans. The common part <span class=""searchmatch"">of</span> these techniques is <span class=""searchmatch"">direct</span> personal",40
theory of directed,Anarchism,0.111111111111111,780754,2021-01-16T08:30:08Z,"movement that is sceptical <span class=""searchmatch"">of</span> authority and rejects all involuntary, coercive forms <span class=""searchmatch"">of</span> hierarchy. Anarchism calls for the abolition <span class=""searchmatch"">of</span> the state, which it holds",88
theories of late,Foundational quantum physics,0.107142857142857,1884592,2013-03-14T04:42:18Z,"The category <span class=""searchmatch"">of</span> foundational quantum physics encompasses the set <span class=""searchmatch"">of</span> physical phenomena, experiments and <span class=""searchmatch"">theories</span> from the <span class=""searchmatch"">late</span> 19th and early 20th century",118
theories of modern,Foundational quantum physics,0.107142857142857,1884592,2013-03-14T04:42:18Z,"The category <span class=""searchmatch"">of</span> foundational quantum physics encompasses the set <span class=""searchmatch"">of</span> physical phenomena, experiments and <span class=""searchmatch"">theories</span> from the late 19th and early 20th century",118
theory of narrative,Romance (genre),0.105263157894737,28355653,2019-05-17T11:41:48Z,"or chivalric romance is a style <span class=""searchmatch"">of</span> heroic prose and verse <span class=""searchmatch"">narrative</span> that was popular in the aristocratic circles <span class=""searchmatch"">of</span> High Medieval and Early Modern Europe",27
theory of text,Meaning–text theory,0.105263157894737,34757602,2014-08-27T10:46:57Z,"Meaning–<span class=""searchmatch"">text</span> <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",24
theories of text,Meaning–text theory,0.105263157894737,34757602,2014-08-27T10:46:57Z,"Meaning–<span class=""searchmatch"">text</span> <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",24
theory of discourse,Economy,0.105263157894737,47397287,2021-08-04T09:54:58Z,"that emphasize the practices, <span class=""searchmatch"">discourses</span>, and material expressions associated with the production, use, and management <span class=""searchmatch"">of</span> resources'. James, Paul; with",73
theory of texts,Meaning–text theory,0.105263157894737,34757602,2014-08-27T10:46:57Z,"Meaning–<span class=""searchmatch"">text</span> <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",24
theory of style,Analytic philosophy,0.105263157894737,815949,2019-04-26T05:26:13Z,"Analytic philosophy is a generic term for a <span class=""searchmatch"">style</span> <span class=""searchmatch"">of</span> philosophy that came to dominate English-speaking countries in the 20th century. In the United Kingdom",46
theories of meaning,Logic,0.105263157894737,693678,2021-12-01T02:37:30Z,"has a variety <span class=""searchmatch"">of</span> <span class=""searchmatch"">meanings</span> including word, thought, idea, argument, account, reason or principle) is the study <span class=""searchmatch"">of</span> reasoning, or the study <span class=""searchmatch"">of</span> the principles",51
theory of semantic,Similarity measures,0.105263157894737,53388271,2021-08-09T08:06:15Z,NA,0
theories of digital,Wavelets,0.105263157894737,1411079,2018-12-31T14:28:16Z,"The <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> wavelets studies particular bases <span class=""searchmatch"">of</span> function spaces, with a view to applications; they are a key tool in time–frequency analysis.",24
theories of media,Mass media scholars,0.105263157894737,22597433,2021-05-22T21:46:39Z,"researchers, scholars, or academics whose works have made notable contributions towards one or more fields (criticism, history, <span class=""searchmatch"">theory</span>, etc.) in <span class=""searchmatch"">media</span> studies.",29
theory of making of,Ethics,0.105263157894737,691802,2021-04-22T16:20:44Z,"a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> ethics <span class=""searchmatch"">making</span> no special claim to divine status. The category also includes articles on non-ethics topics or fictional works or part <span class=""searchmatch"">of</span> works",132
"theory of meaning ,",Mathematical logic,0.105263157894737,693685,2020-04-22T19:22:12Z,"has several <span class=""searchmatch"">meanings</span> in common usage. It originally referred to symbolic or formal logic, and then came to be associated with the study <span class=""searchmatch"">of</span> the logical",143
"theory of meaning ,",Logic,0.105263157894737,693678,2021-12-01T02:37:30Z,"has a variety <span class=""searchmatch"">of</span> <span class=""searchmatch"">meanings</span> including word, thought, idea, argument, account, reason or principle) is the study <span class=""searchmatch"">of</span> reasoning, or the study <span class=""searchmatch"">of</span> the principles",51
"theory of meaning ,",Deconstruction,0.105263157894737,733405,2016-08-28T05:01:21Z,"the relationship between text and <span class=""searchmatch"">meaning</span>. Jacques Derrida's 1967 work <span class=""searchmatch"">Of</span> Grammatology introduced the majority <span class=""searchmatch"">of</span> ideas influential within deconstruction",27
theory of diffusion,Information theory,0.105263157894737,694025,2020-12-13T00:23:18Z,"Articles relating to information <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and communication <span class=""searchmatch"">of</span> information. Top 0–9 A B C D E F G H I J K L",43
theory of diffusion,Educators,0.105263157894737,752485,2020-09-20T22:27:41Z,"Educators are people involved in the practice <span class=""searchmatch"">of</span> education. For people involved in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> education see Category:Educational theorists and its subcategories",23
theory of diffusion,Economy,0.105263157894737,47397287,2021-08-04T09:54:58Z,"management <span class=""searchmatch"">of</span> resources'. James, Paul; with Magee, Liam; Scerri, Andy; Steger, Manfred B. (2015). Urban Sustainability in <span class=""searchmatch"">Theory</span> and Practice: Circles <span class=""searchmatch"">of</span> Sustainability",73
theory of diffusion,Indian educators,0.105263157894737,5671230,2019-08-02T01:18:22Z,"post-secondary education. see Category:Indian academics. For Educationists, i.e. Specialists in <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> education, see Category:Indian educational theorists.",43
theory of interface,Game design,0.105263157894737,6349444,2019-03-14T13:14:17Z,"practical, enjoyable and, if commercially produced, profitable. For articles treating games from a mathematical point <span class=""searchmatch"">of</span> view, see category:Game <span class=""searchmatch"">theory</span>.",38
theory of semantics,Domain theory,0.105263157894737,14821261,2018-12-31T21:28:59Z,NA,0
theory of discourse,Anti-intellectualism,0.1,8862983,2021-05-12T05:35:53Z,"<span class=""searchmatch"">of</span> common folk—populists against political and academic elitism—and tend to see educated people as a status class that dominates political <span class=""searchmatch"">discourse</span> and",83
