,ns,title,pageid,size,wordcount,snippet,timestamp,query_string
0,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"science Information Mind Psychiatry Psychology <span class=""searchmatch"">Perception</span> Space and time Related topics Alchemy Criticism <span class=""searchmatch"">of</span> science Descriptive science Epistemology Faith",2014-10-19T17:09:05Z,theories of social perception
0,14.0,Category:Military science,1437392.0,1147.0,106.0,"science is the study <span class=""searchmatch"">of</span> military <span class=""searchmatch"">processes</span>, institutions, and behavior, along with the study <span class=""searchmatch"">of</span> warfare, and the <span class=""searchmatch"">theory</span> and application <span class=""searchmatch"">of</span> organized coercive",2020-04-04T00:53:32Z,theories of social processes
1,14.0,Category:Conformity,36459841.0,462.0,13.0,"This category covers psychological and sociological <span class=""searchmatch"">theories</span> and <span class=""searchmatch"">processes</span> <span class=""searchmatch"">of</span> conformity and groupthinking.",2021-04-16T12:43:56Z,theories of social processes
2,14.0,Category:Social networks,6045536.0,273.0,29.0,"Wikimedia Commons has media related to <span class=""searchmatch"">Social</span> networks.",2021-01-14T15:20:17Z,theories of social processes
3,14.0,Category:Statistics educators,27363556.0,858.0,54.0,"to statistics education, i.e. the teaching and learning <span class=""searchmatch"">of</span> statistics (including both <span class=""searchmatch"">theory</span> and practice). Statisticians involved in producing educational",2019-09-17T11:11:47Z,theories of social processes
4,14.0,"Category:International Institute for Science, Technology and Education academic journals",59006967.0,721.0,81.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 8 November",2021-06-20T18:17:22Z,theories of social processes
5,14.0,Category:Science and technology studies,3350883.0,288.0,5.0,"constructivism <span class=""searchmatch"">Social</span> epistemology Transhumanism Sociology Actor–network <span class=""searchmatch"">theory</span> <span class=""searchmatch"">Social</span> construction <span class=""searchmatch"">of</span> technology shaping <span class=""searchmatch"">of</span> technology Sociology <span class=""searchmatch"">of</span> knowledge",2021-08-20T01:23:54Z,theories of social processes
6,14.0,Category:Scientific & Academic Publishing academic journals,58822931.0,923.0,117.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 19",2020-10-05T00:01:04Z,theories of social processes
7,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:00:45Z,theories of social processes
8,14.0,Category:European Union Research Publishing academic journals,58737349.0,1023.0,143.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-04T23:58:21Z,theories of social processes
9,14.0,Category:Eurasian Research Publishing academic journals,58737295.0,1014.0,142.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-04T23:58:07Z,theories of social processes
0,14.0,Category:Theories of language,22337303.0,120.0,0.0,"Relevance <span class=""searchmatch"">theory</span> <span class=""searchmatch"">Semantic</span> externalism <span class=""searchmatch"">Semantic</span> holism Situation semantics <span class=""searchmatch"">Structuralism</span> Supposition <span class=""searchmatch"">theory</span> Symbiosism Theological noncognitivism <span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> descriptions",2017-11-16T16:13:15Z,theories of structural semantic
1,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Reductionism / Determinism Rationalism / Empiricism Received view / <span class=""searchmatch"">Semantic</span> view <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> Scientific realism / Anti-realism Scientific essentialism Scientific",2014-10-19T17:09:05Z,theories of structural semantic
2,14.0,Category:Philosophy of language,744038.0,730.0,73.0,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, language",2020-04-25T17:59:38Z,theories of structural semantic
0,14.0,Category:Statistics educators,27363556.0,858.0,54.0,"contributions to statistics education, i.e. the <span class=""searchmatch"">teaching</span> and <span class=""searchmatch"">learning</span> <span class=""searchmatch"">of</span> statistics (including both <span class=""searchmatch"">theory</span> and practice). Statisticians involved in producing",2019-09-17T11:11:47Z,theories of teaching learning
0,14.0,Category:Science and technology studies,3350883.0,288.0,5.0,"Technological change convergence <span class=""searchmatch"">determinism</span> revolution transitions Technology and society criticism <span class=""searchmatch"">of</span> dynamics <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> transfer Engineering studies",2021-08-20T01:23:54Z,theories of technological determinism
0,14.0,"Category:International Institute for Science, Technology and Education academic journals",59006967.0,721.0,81.0,"International Institute for Science, <span class=""searchmatch"">Technology</span> and Education (IISTE). IISTE was listed on Beall's list before it was <span class=""searchmatch"">taken</span> down in 2018 and is considered to",2021-06-20T18:17:22Z,theories of technology taken
1,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"journals published by Science and <span class=""searchmatch"">Technology</span> Publishing (STP). STP was listed on Beall's list before it was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage",2020-10-05T00:00:45Z,theories of technology taken
2,14.0,Category:Academic and Scientific Publishing academic journals,58736909.0,1411.0,152.0,"Scientific Publishing (ASP). ASP was listed on Beall's list before the list was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage in predatory publishing practices",2021-06-04T20:17:50Z,theories of technology taken
3,14.0,Category:American Research Publications academic journals,58737122.0,1022.0,143.0,"Publications (ARP). ARP was listed on Beall's list before the list was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage in predatory publishing practices",2020-10-04T23:57:19Z,theories of technology taken
4,14.0,Category:Canadian Research Publication academic journals,58659464.0,1015.0,142.0,"Research Publication (CRP). CRP was listed on Beall's list before it was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage in predatory publishing practices",2020-10-04T23:57:50Z,theories of technology taken
5,14.0,Category:Eurasian Research Publishing academic journals,58737295.0,1014.0,142.0,"Research Publishing (ERP). ERP was listed on Beall's list before it was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage in predatory publishing practices",2020-10-04T23:58:07Z,theories of technology taken
6,14.0,Category:Academic Knowledge and Research Publishing academic journals,58737239.0,1031.0,144.0,"Research Publishing (AKRP). AKRP was listed on Beall's list before it was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage in predatory publishing practices",2020-10-04T23:57:00Z,theories of technology taken
7,14.0,Category:European Union Research Publishing academic journals,58737349.0,1023.0,143.0,"Research Publishing (EURP). EURP was listed on Beall's list before it was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage in predatory publishing practices",2020-10-04T23:58:21Z,theories of technology taken
8,14.0,Category:Scientific & Academic Publishing academic journals,58822931.0,923.0,117.0,"Academic Publishing (SAP). SAP was listed on Beall's list before the list was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage in predatory publishing practices",2020-10-05T00:01:04Z,theories of technology taken
9,14.0,Category:North American Research Publishing academic journals,58737400.0,1029.0,144.0,"Publishing (NARP). NARP was listed on Beall's list before the list was <span class=""searchmatch"">taken</span> down in 2017 and is considered to engage in predatory publishing practices",2020-10-04T23:59:40Z,theories of technology taken
0,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"Wikiquote <span class=""searchmatch"">Texts</span> from Wikisource Textbooks from Wikibooks Resources from Wikiversity This category comprises the user pages <span class=""searchmatch"">of</span> WikiProject Game <span class=""searchmatch"">theory</span> participants",2021-08-01T19:06:59Z,theories of text design
1,14.0,Category:Pastafarian Wikipedians,18105867.0,1651.0,101.0,"category consists <span class=""searchmatch"">of</span> Wikipedians who believe in the <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> the Flying Spaghetti Monster, and who believe that if intelligent <span class=""searchmatch"">design</span> is taught in schools",2020-07-27T10:41:52Z,theories of text design
2,14.0,Category:Academic and Scientific Publishing academic journals,58736909.0,1411.0,152.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Archived from",2021-06-04T20:17:50Z,theories of text design
3,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:00:45Z,theories of text design
0,14.0,Category:Science and Technology Publishing academic journals,58737051.0,1019.0,143.0,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",2020-10-05T00:00:45Z,theories of text developed
